User_ID,Age,Gender,Region,Education_Level,Course_Interested,Preferred_Device,Ad_Channel,Interest_Score,Visit_Date,Signup_Status,Signup_Date,Course_Enrolled,Plan_Type,Enrollment_Date,Course_Completion_Status,Monthly_Fee,Referral_Count,Satisfaction_Score
USER00756,23,Other,Tier-1 City,Postgraduate,Finance,Tablet,YouTube,52,2023-05-05,Yes,2023-05-14,No,,,,0,0,0
USER00757,35,Male,Tier-2 City,High School,Entrepreneurship,Tablet,LinkedIn,28,2024-01-26,No,,No,,,,0,0,0
USER00758,27,Female,Tier-1 City,Graduate,Entrepreneurship,Tablet,LinkedIn,26,2024-10-11,No,,No,,,,0,0,0
USER00759,33,Male,Rural Area,Postgraduate,Digital Marketing,Desktop,YouTube,95,2023-07-31,Yes,2023-08-08,Yes,Pro,2023-08-13,Completed,1799,2,8
USER00760,23,Other,Tier-1 City,High School,Data Science,Tablet,LinkedIn,56,2024-02-01,Yes,2024-02-10,No,,,,0,0,0
USER00761,39,Male,Rural Area,High School,Digital Marketing,Desktop,Facebook,53,2024-08-30,Yes,2024-09-12,No,,,,0,0,0
USER00762,45,Male,Tier-2 City,High School,Data Science,Tablet,Instagram,60,2024-10-16,Yes,2024-10-31,No,,,,0,0,0
USER00763,28,Male,Tier-1 City,High School,UI/UX Design,Desktop,YouTube,4,2024-04-02,No,,No,,,,0,0,0
USER00764,44,Other,Tier-2 City,Graduate,UI/UX Design,Mobile,LinkedIn,65,2023-11-19,Yes,2023-11-27,Yes,Basic,2023-12-03,In Progress,999,2,9
USER00765,36,Female,Tier-2 City,Postgraduate,Digital Marketing,Mobile,Facebook,11,2024-01-10,No,,No,,,,0,0,0
USER00766,38,Other,Tier-2 City,High School,Data Science,Desktop,Facebook,50,2024-03-15,Yes,2024-03-24,No,,,,0,0,0
USER00767,22,Female,Tier-2 City,Graduate,Digital Marketing,Mobile,YouTube,82,2024-09-19,Yes,2024-09-19,Yes,Basic,2024-09-29,Completed,999,0,7
USER00768,26,Female,Rural Area,Postgraduate,Digital Marketing,Mobile,Google Search,92,2023-08-30,Yes,2023-09-14,Yes,Basic,2023-09-17,Completed,999,2,10
USER00769,31,Other,Rural Area,Postgraduate,Entrepreneurship,Desktop,YouTube,3,2024-09-15,No,,No,,,,0,0,0
USER00770,47,Male,Rural Area,Postgraduate,Finance,Tablet,LinkedIn,13,2023-02-05,No,,No,,,,0,0,0
USER00771,39,Other,Tier-1 City,High School,Digital Marketing,Desktop,YouTube,35,2024-05-09,No,,No,,,,0,0,0
USER00772,32,Female,Rural Area,Diploma,UI/UX Design,Mobile,Google Search,68,2023-06-21,Yes,2023-06-21,Yes,Pro,2023-06-23,Completed,1799,0,10
USER00773,47,Female,Tier-2 City,High School,Digital Marketing,Desktop,Instagram,11,2024-09-29,No,,No,,,,0,0,0
USER00774,42,Female,Tier-2 City,High School,Finance,Tablet,YouTube,36,2023-02-12,No,,No,,,,0,0,0
USER00775,42,Male,Rural Area,Postgraduate,Digital Marketing,Tablet,YouTube,37,2023-07-14,No,,No,,,,0,0,0
USER00776,31,Female,Rural Area,High School,Entrepreneurship,Mobile,YouTube,38,2023-06-26,No,,No,,,,0,0,0
USER00777,46,Other,Rural Area,Graduate,Data Science,Mobile,Facebook,24,2024-05-30,No,,No,,,,0,0,0
USER00778,17,Male,Tier-2 City,High School,Entrepreneurship,Tablet,YouTube,69,2024-03-20,Yes,2024-03-28,Yes,Basic,2024-03-28,Dropped,999,0,7
USER00779,37,Female,Tier-1 City,High School,Digital Marketing,Desktop,Google Search,46,2023-10-22,Yes,2023-10-27,No,,,,0,0,0
USER00780,50,Female,Rural Area,High School,UI/UX Design,Mobile,YouTube,32,2024-12-13,No,,No,,,,0,0,0
USER00781,42,Other,Tier-2 City,Graduate,Data Science,Tablet,Google Search,18,2024-07-11,No,,No,,,,0,0,0
USER00782,33,Male,Rural Area,Diploma,Data Science,Desktop,LinkedIn,73,2023-03-11,Yes,2023-03-20,Yes,Elite,2023-03-28,In Progress,2499,0,8
USER00783,31,Female,Tier-2 City,Graduate,Finance,Mobile,LinkedIn,37,2023-08-08,No,,No,,,,0,0,0
USER00784,45,Male,Rural Area,Graduate,Finance,Mobile,LinkedIn,14,2023-04-07,No,,No,,,,0,0,0
USER00785,46,Other,Tier-1 City,High School,Digital Marketing,Desktop,Google Search,6,2023-07-06,No,,No,,,,0,0,0
USER00786,44,Male,Tier-2 City,High School,Finance,Tablet,Instagram,76,2023-08-22,Yes,2023-09-06,Yes,Basic,2023-09-13,Dropped,999,1,9
USER00787,50,Female,Tier-1 City,Diploma,Digital Marketing,Desktop,Instagram,92,2023-09-15,Yes,2023-09-17,Yes,Basic,2023-09-21,In Progress,999,1,10
USER00788,25,Female,Rural Area,Postgraduate,Data Science,Tablet,Instagram,66,2023-10-25,Yes,2023-10-31,Yes,Pro,2023-11-05,Completed,1799,0,9
USER00789,29,Other,Tier-1 City,High School,UI/UX Design,Tablet,LinkedIn,18,2023-03-17,No,,No,,,,0,0,0
USER00790,43,Female,Tier-1 City,Graduate,UI/UX Design,Tablet,LinkedIn,28,2023-04-12,No,,No,,,,0,0,0
USER00791,28,Female,Tier-2 City,Graduate,Digital Marketing,Mobile,LinkedIn,94,2023-03-31,Yes,2023-04-10,Yes,Basic,2023-04-10,Completed,999,0,6
USER00792,16,Other,Rural Area,Postgraduate,Finance,Tablet,Instagram,78,2023-05-15,Yes,2023-05-19,Yes,Elite,2023-05-23,Dropped,2499,2,9
USER00793,37,Female,Rural Area,Graduate,Finance,Tablet,Instagram,21,2023-07-17,No,,No,,,,0,0,0
USER00794,20,Female,Rural Area,Graduate,Digital Marketing,Desktop,YouTube,55,2023-03-18,Yes,2023-03-22,No,,,,0,0,0
USER00795,50,Female,Tier-1 City,Diploma,UI/UX Design,Tablet,YouTube,61,2023-07-09,Yes,2023-07-16,Yes,Elite,2023-07-21,Dropped,2499,2,9
USER00796,39,Male,Tier-1 City,High School,Data Science,Mobile,Google Search,43,2024-02-18,Yes,2024-02-25,No,,,,0,0,0
USER00797,30,Other,Rural Area,Diploma,Entrepreneurship,Tablet,Instagram,92,2023-02-13,Yes,2023-02-19,Yes,Basic,2023-02-23,Dropped,999,3,9
USER00798,44,Other,Tier-2 City,High School,Data Science,Mobile,Facebook,83,2023-05-27,Yes,2023-06-04,Yes,Basic,2023-06-11,Completed,999,1,8
USER00799,41,Other,Rural Area,Graduate,Finance,Desktop,Facebook,90,2023-12-13,Yes,2023-12-27,Yes,Basic,2024-01-01,Completed,999,0,10
USER00800,34,Other,Rural Area,Postgraduate,UI/UX Design,Desktop,LinkedIn,43,2024-01-06,Yes,2024-01-10,No,,,,0,0,0
USER00801,32,Female,Rural Area,High School,Data Science,Tablet,YouTube,68,2024-07-20,Yes,2024-07-20,Yes,Elite,2024-07-26,Completed,2499,0,10
USER00802,41,Other,Tier-1 City,Diploma,UI/UX Design,Mobile,LinkedIn,11,2024-04-13,No,,No,,,,0,0,0
USER00803,31,Female,Tier-2 City,Diploma,UI/UX Design,Mobile,YouTube,86,2023-11-08,Yes,2023-11-18,Yes,Elite,2023-11-18,Dropped,2499,1,9
USER00804,37,Female,Tier-1 City,Diploma,UI/UX Design,Desktop,Facebook,73,2023-08-19,Yes,2023-09-03,Yes,Elite,2023-09-07,Dropped,2499,0,8
USER00805,54,Male,Rural Area,Diploma,Data Science,Desktop,Facebook,29,2024-04-10,No,,No,,,,0,0,0
USER00806,17,Female,Tier-1 City,Graduate,Digital Marketing,Tablet,Facebook,96,2024-04-14,Yes,2024-04-14,Yes,Pro,2024-04-15,Dropped,1799,0,6
USER00807,40,Other,Tier-2 City,Postgraduate,Finance,Tablet,Instagram,3,2024-07-28,No,,No,,,,0,0,0
USER00808,39,Male,Rural Area,Diploma,Digital Marketing,Tablet,LinkedIn,57,2024-12-08,Yes,2024-12-13,No,,,,0,0,0
USER00809,30,Other,Tier-2 City,Diploma,Finance,Desktop,Facebook,97,2023-09-27,Yes,2023-10-01,Yes,Pro,2023-10-10,Completed,1799,2,6
USER00810,30,Male,Tier-1 City,Graduate,Entrepreneurship,Tablet,Instagram,41,2024-03-25,Yes,2024-03-27,No,,,,0,0,0
USER00811,20,Male,Tier-1 City,Postgraduate,Entrepreneurship,Mobile,YouTube,60,2024-08-09,Yes,2024-08-16,No,,,,0,0,0
USER00812,49,Male,Rural Area,Graduate,Data Science,Mobile,Google Search,63,2024-07-15,Yes,2024-07-20,Yes,Pro,2024-07-29,In Progress,1799,1,8
USER00813,23,Male,Tier-1 City,Graduate,UI/UX Design,Mobile,Google Search,31,2023-06-22,No,,No,,,,0,0,0
USER00814,18,Female,Rural Area,Diploma,UI/UX Design,Desktop,Facebook,20,2023-04-21,No,,No,,,,0,0,0
USER00815,18,Female,Tier-1 City,Postgraduate,Data Science,Desktop,YouTube,80,2024-11-16,Yes,2024-11-16,Yes,Basic,2024-11-17,Dropped,999,1,7
USER00816,31,Male,Tier-1 City,Graduate,Digital Marketing,Tablet,Facebook,10,2024-04-12,No,,No,,,,0,0,0
USER00817,32,Other,Tier-2 City,High School,Finance,Desktop,LinkedIn,94,2023-10-05,Yes,2023-10-07,Yes,Pro,2023-10-15,Dropped,1799,1,7
USER00818,27,Other,Tier-1 City,Graduate,UI/UX Design,Tablet,Google Search,54,2024-03-14,Yes,2024-03-19,No,,,,0,0,0
USER00819,37,Female,Tier-1 City,Diploma,UI/UX Design,Desktop,Instagram,20,2024-10-07,No,,No,,,,0,0,0
USER00820,33,Male,Tier-2 City,High School,Data Science,Desktop,Facebook,50,2023-05-05,Yes,2023-05-15,No,,,,0,0,0
USER00821,24,Other,Tier-1 City,Graduate,Finance,Tablet,LinkedIn,49,2024-06-15,Yes,2024-06-19,No,,,,0,0,0
USER00822,39,Female,Tier-1 City,Diploma,UI/UX Design,Tablet,Google Search,98,2023-02-04,Yes,2023-02-07,Yes,Pro,2023-02-12,Dropped,1799,1,10
USER00823,31,Female,Tier-1 City,Graduate,Entrepreneurship,Mobile,YouTube,1,2024-04-15,No,,No,,,,0,0,0
USER00824,45,Male,Tier-2 City,Postgraduate,Entrepreneurship,Tablet,Facebook,99,2023-02-15,Yes,2023-02-22,Yes,Pro,2023-02-23,Completed,1799,1,7
USER00825,33,Other,Tier-1 City,High School,Finance,Mobile,Facebook,71,2024-07-30,Yes,2024-08-13,Yes,Basic,2024-08-17,Dropped,999,1,9
USER00826,50,Female,Tier-1 City,Graduate,UI/UX Design,Desktop,LinkedIn,10,2024-06-29,No,,No,,,,0,0,0
USER00827,40,Other,Rural Area,Diploma,Finance,Mobile,Instagram,96,2024-11-23,Yes,2024-12-08,Yes,Elite,2024-12-11,Completed,2499,2,9
USER00828,39,Male,Tier-1 City,Postgraduate,Entrepreneurship,Desktop,Facebook,19,2023-04-30,No,,No,,,,0,0,0
USER00829,41,Other,Rural Area,Postgraduate,Entrepreneurship,Mobile,Instagram,76,2024-01-03,Yes,2024-01-12,Yes,Basic,2024-01-16,Completed,999,1,9
USER00830,16,Male,Tier-1 City,Graduate,Digital Marketing,Tablet,LinkedIn,94,2024-02-13,Yes,2024-02-22,Yes,Pro,2024-03-01,In Progress,1799,1,8
USER00831,42,Female,Tier-1 City,Graduate,Digital Marketing,Mobile,YouTube,54,2024-07-04,Yes,2024-07-12,No,,,,0,0,0
USER00832,41,Female,Rural Area,Graduate,Digital Marketing,Tablet,Instagram,69,2024-09-05,Yes,2024-09-13,Yes,Elite,2024-09-19,Completed,2499,0,10
USER00833,39,Other,Tier-2 City,Diploma,UI/UX Design,Tablet,LinkedIn,97,2024-02-19,Yes,2024-02-22,Yes,Elite,2024-02-22,Completed,2499,1,8
USER00834,34,Female,Rural Area,Postgraduate,Entrepreneurship,Tablet,Facebook,22,2023-06-21,No,,No,,,,0,0,0
USER00835,48,Female,Rural Area,High School,Data Science,Desktop,YouTube,12,2024-12-26,No,,No,,,,0,0,0
USER00836,47,Female,Rural Area,Diploma,Finance,Mobile,Facebook,4,2024-03-25,No,,No,,,,0,0,0
USER00837,26,Other,Tier-1 City,Graduate,UI/UX Design,Tablet,Facebook,12,2023-10-27,No,,No,,,,0,0,0
USER00838,28,Male,Tier-1 City,Postgraduate,UI/UX Design,Tablet,Google Search,83,2024-01-22,Yes,2024-01-30,Yes,Elite,2024-01-31,Completed,2499,1,6
USER00839,38,Other,Tier-1 City,Diploma,Entrepreneurship,Mobile,Instagram,79,2024-01-02,Yes,2024-01-11,Yes,Basic,2024-01-12,Completed,999,0,10
USER00840,32,Male,Tier-2 City,High School,UI/UX Design,Mobile,LinkedIn,90,2024-11-04,Yes,2024-11-09,Yes,Pro,2024-11-16,In Progress,1799,0,9
USER00841,51,Female,Tier-2 City,Diploma,Finance,Desktop,Instagram,73,2023-01-24,Yes,2023-01-28,Yes,Pro,2023-02-04,Completed,1799,1,10
USER00842,52,Female,Tier-2 City,High School,Digital Marketing,Desktop,Instagram,8,2024-06-16,No,,No,,,,0,0,0
USER00843,29,Male,Rural Area,Graduate,Finance,Desktop,Facebook,39,2024-08-15,No,,No,,,,0,0,0
USER00844,42,Female,Tier-2 City,Diploma,Data Science,Tablet,Facebook,59,2024-08-05,Yes,2024-08-13,No,,,,0,0,0
USER00845,23,Other,Tier-2 City,High School,Digital Marketing,Desktop,Instagram,79,2024-11-28,Yes,2024-12-01,Yes,Elite,2024-12-04,In Progress,2499,1,8
USER00846,36,Other,Rural Area,Diploma,Entrepreneurship,Tablet,Instagram,90,2023-08-14,Yes,2023-08-25,Yes,Basic,2023-08-26,Completed,999,2,8
USER00847,37,Male,Tier-1 City,High School,Entrepreneurship,Tablet,Google Search,70,2024-08-30,Yes,2024-09-12,Yes,Pro,2024-09-18,Completed,1799,0,6
USER00848,29,Male,Tier-1 City,Diploma,Data Science,Tablet,LinkedIn,53,2023-06-30,Yes,2023-07-13,No,,,,0,0,0
USER00849,24,Male,Tier-1 City,Postgraduate,Data Science,Tablet,YouTube,87,2024-11-12,Yes,2024-11-14,Yes,Basic,2024-11-20,Completed,999,0,7
USER00850,46,Male,Rural Area,Graduate,Digital Marketing,Mobile,YouTube,75,2023-10-10,Yes,2023-10-22,Yes,Basic,2023-10-28,Completed,999,1,8
USER00851,50,Female,Tier-1 City,Graduate,Data Science,Desktop,Instagram,57,2023-11-25,Yes,2023-11-27,No,,,,0,0,0
USER00852,20,Male,Tier-2 City,Graduate,Digital Marketing,Desktop,Google Search,83,2023-12-12,Yes,2023-12-15,Yes,Basic,2023-12-19,Completed,999,0,6
USER00853,53,Other,Tier-1 City,Postgraduate,Data Science,Tablet,Instagram,5,2024-10-14,No,,No,,,,0,0,0
USER00854,31,Other,Tier-1 City,Graduate,UI/UX Design,Mobile,Instagram,3,2024-09-19,No,,No,,,,0,0,0
USER00855,34,Male,Tier-1 City,Diploma,Finance,Mobile,Facebook,41,2024-08-13,Yes,2024-08-21,No,,,,0,0,0
USER00856,27,Male,Tier-2 City,High School,Entrepreneurship,Mobile,LinkedIn,89,2023-04-16,Yes,2023-04-16,Yes,Elite,2023-04-20,Dropped,2499,1,6
USER00857,47,Female,Tier-2 City,Graduate,Data Science,Tablet,Facebook,51,2023-11-25,Yes,2023-11-25,No,,,,0,0,0
USER00858,18,Male,Tier-2 City,High School,Finance,Mobile,Instagram,87,2024-10-15,Yes,2024-10-21,Yes,Elite,2024-10-29,Completed,2499,1,6
USER00859,29,Male,Rural Area,Diploma,Data Science,Desktop,LinkedIn,84,2023-09-06,Yes,2023-09-07,Yes,Basic,2023-09-07,Completed,999,1,9
USER00860,37,Male,Tier-1 City,Postgraduate,Digital Marketing,Tablet,YouTube,87,2024-10-10,Yes,2024-10-25,Yes,Basic,2024-10-30,Completed,999,3,8
USER00861,18,Female,Tier-2 City,High School,Finance,Desktop,Facebook,30,2023-08-11,No,,No,,,,0,0,0
USER00862,32,Male,Rural Area,Postgraduate,Digital Marketing,Mobile,Facebook,59,2023-01-21,Yes,2023-01-31,No,,,,0,0,0
USER00863,53,Male,Tier-1 City,Diploma,Entrepreneurship,Mobile,Google Search,10,2023-04-11,No,,No,,,,0,0,0
USER00864,28,Other,Rural Area,Postgraduate,UI/UX Design,Desktop,Google Search,73,2024-11-15,Yes,2024-11-16,Yes,Elite,2024-11-21,Completed,2499,1,6
USER00865,47,Male,Tier-1 City,High School,UI/UX Design,Mobile,YouTube,10,2023-05-09,No,,No,,,,0,0,0
USER00866,22,Female,Rural Area,Postgraduate,Entrepreneurship,Mobile,Google Search,78,2023-03-06,Yes,2023-03-20,Yes,Basic,2023-03-25,Dropped,999,1,9
USER00867,17,Female,Tier-2 City,Graduate,Finance,Tablet,Facebook,99,2023-01-30,Yes,2023-02-11,Yes,Pro,2023-02-19,Completed,1799,1,10
USER00868,53,Male,Tier-2 City,Diploma,UI/UX Design,Tablet,YouTube,14,2024-11-04,No,,No,,,,0,0,0
USER00869,50,Female,Rural Area,Diploma,Digital Marketing,Mobile,YouTube,41,2023-01-19,Yes,2023-02-01,No,,,,0,0,0
USER00870,32,Other,Tier-1 City,High School,Digital Marketing,Mobile,YouTube,57,2023-01-11,Yes,2023-01-21,No,,,,0,0,0
USER00871,51,Male,Tier-2 City,High School,Finance,Desktop,Instagram,29,2023-01-14,No,,No,,,,0,0,0
USER00872,37,Male,Tier-2 City,Diploma,UI/UX Design,Mobile,Facebook,38,2024-01-17,No,,No,,,,0,0,0
USER00873,49,Female,Rural Area,High School,Data Science,Desktop,Facebook,23,2023-07-09,No,,No,,,,0,0,0
USER00874,19,Male,Tier-2 City,Postgraduate,Finance,Mobile,LinkedIn,76,2024-12-18,Yes,2024-12-26,Yes,Elite,2025-01-02,Dropped,2499,2,6
USER00875,39,Other,Tier-2 City,High School,Digital Marketing,Tablet,Instagram,3,2023-05-06,No,,No,,,,0,0,0
USER00876,52,Male,Rural Area,Graduate,Finance,Desktop,LinkedIn,74,2023-04-23,Yes,2023-05-05,Yes,Pro,2023-05-08,Dropped,1799,0,10
USER00877,40,Female,Tier-2 City,Diploma,Digital Marketing,Desktop,Facebook,15,2023-09-20,No,,No,,,,0,0,0
USER00878,43,Other,Tier-2 City,Postgraduate,Entrepreneurship,Desktop,Instagram,37,2024-09-12,No,,No,,,,0,0,0
USER00879,34,Male,Tier-1 City,Graduate,Digital Marketing,Mobile,YouTube,33,2024-02-25,No,,No,,,,0,0,0
USER00880,42,Other,Rural Area,High School,UI/UX Design,Mobile,YouTube,26,2024-02-06,No,,No,,,,0,0,0
USER00881,27,Male,Tier-2 City,High School,Finance,Tablet,YouTube,68,2023-07-18,Yes,2023-07-18,Yes,Elite,2023-07-28,Dropped,2499,0,7
USER00882,54,Other,Tier-1 City,Graduate,UI/UX Design,Tablet,Facebook,65,2024-05-16,Yes,2024-05-20,Yes,Basic,2024-05-27,In Progress,999,0,8
USER00883,28,Female,Tier-2 City,High School,UI/UX Design,Mobile,LinkedIn,82,2023-08-17,Yes,2023-08-21,Yes,Pro,2023-08-31,Completed,1799,0,8
USER00884,22,Female,Rural Area,Postgraduate,Finance,Tablet,Google Search,41,2023-02-27,Yes,2023-03-09,No,,,,0,0,0
USER00885,16,Female,Tier-1 City,Graduate,Finance,Desktop,YouTube,44,2023-04-19,Yes,2023-04-30,No,,,,0,0,0
USER00886,31,Other,Tier-1 City,Postgraduate,Finance,Tablet,Google Search,43,2024-04-29,Yes,2024-05-14,No,,,,0,0,0
USER00887,34,Female,Tier-2 City,High School,Digital Marketing,Tablet,Google Search,44,2024-12-20,Yes,2024-12-26,No,,,,0,0,0
USER00888,22,Other,Rural Area,Diploma,Data Science,Tablet,Google Search,57,2023-03-28,Yes,2023-03-31,No,,,,0,0,0
USER00889,45,Other,Rural Area,Postgraduate,Finance,Desktop,LinkedIn,80,2024-03-11,Yes,2024-03-15,Yes,Pro,2024-03-20,Completed,1799,1,10
USER00890,27,Female,Rural Area,Postgraduate,UI/UX Design,Desktop,Instagram,0,2023-07-04,No,,No,,,,0,0,0
USER00891,40,Other,Rural Area,Postgraduate,Data Science,Tablet,YouTube,8,2024-01-05,No,,No,,,,0,0,0
USER00892,53,Female,Rural Area,Diploma,Entrepreneurship,Mobile,YouTube,33,2024-03-25,No,,No,,,,0,0,0
USER00893,29,Other,Tier-2 City,Graduate,Digital Marketing,Desktop,LinkedIn,88,2023-06-12,Yes,2023-06-26,Yes,Elite,2023-07-03,Completed,2499,1,10
USER00894,21,Other,Tier-1 City,Graduate,Finance,Desktop,Facebook,51,2023-06-29,Yes,2023-07-08,No,,,,0,0,0
USER00895,16,Male,Tier-1 City,Graduate,Entrepreneurship,Tablet,LinkedIn,13,2023-12-19,No,,No,,,,0,0,0
USER00896,36,Female,Rural Area,Graduate,Digital Marketing,Tablet,YouTube,12,2024-03-24,No,,No,,,,0,0,0
USER00897,38,Male,Tier-2 City,Graduate,Entrepreneurship,Mobile,Facebook,53,2024-02-07,Yes,2024-02-15,No,,,,0,0,0
USER00898,26,Female,Tier-1 City,High School,Digital Marketing,Tablet,Google Search,90,2024-05-30,Yes,2024-06-13,Yes,Pro,2024-06-23,Completed,1799,4,6
USER00899,34,Other,Tier-1 City,Postgraduate,Finance,Mobile,Google Search,97,2023-02-18,Yes,2023-03-01,Yes,Basic,2023-03-01,In Progress,999,1,10
USER00900,31,Other,Tier-1 City,Graduate,Entrepreneurship,Desktop,Google Search,12,2023-06-26,No,,No,,,,0,0,0
USER00901,17,Female,Rural Area,Postgraduate,Entrepreneurship,Mobile,Facebook,64,2023-01-20,Yes,2023-02-02,Yes,Basic,2023-02-11,Completed,999,0,6
USER00902,54,Female,Tier-1 City,High School,Data Science,Tablet,Instagram,84,2024-12-02,Yes,2024-12-14,Yes,Pro,2024-12-19,Completed,1799,2,7
USER00903,45,Other,Rural Area,Postgraduate,Finance,Tablet,Google Search,83,2024-03-15,Yes,2024-03-20,Yes,Elite,2024-03-27,Completed,2499,0,8
USER00904,54,Other,Rural Area,High School,Data Science,Desktop,Google Search,79,2024-11-23,Yes,2024-11-26,Yes,Pro,2024-11-30,Completed,1799,1,7
USER00905,35,Male,Rural Area,Diploma,Finance,Desktop,LinkedIn,48,2024-07-30,Yes,2024-08-11,No,,,,0,0,0
USER00906,50,Other,Rural Area,Graduate,Digital Marketing,Tablet,Google Search,32,2024-04-10,No,,No,,,,0,0,0
USER00907,25,Other,Tier-2 City,High School,Digital Marketing,Mobile,Facebook,81,2023-07-21,Yes,2023-07-22,Yes,Pro,2023-07-24,In Progress,1799,0,7
USER00908,41,Male,Rural Area,Graduate,Data Science,Desktop,Facebook,35,2024-11-23,No,,No,,,,0,0,0
USER00909,36,Female,Tier-2 City,Diploma,Entrepreneurship,Desktop,YouTube,44,2023-04-08,Yes,2023-04-12,No,,,,0,0,0
USER00910,39,Male,Tier-2 City,Graduate,Digital Marketing,Mobile,YouTube,89,2024-03-11,Yes,2024-03-19,Yes,Elite,2024-03-26,Completed,2499,0,8
USER00911,28,Other,Tier-1 City,High School,Digital Marketing,Tablet,Facebook,70,2024-12-03,Yes,2024-12-14,Yes,Pro,2024-12-18,Completed,1799,0,6
USER00912,31,Other,Tier-2 City,High School,Data Science,Mobile,Facebook,45,2024-01-10,Yes,2024-01-14,No,,,,0,0,0
USER00913,42,Male,Tier-2 City,High School,Finance,Tablet,Google Search,80,2023-02-21,Yes,2023-02-27,Yes,Pro,2023-02-28,In Progress,1799,0,7
USER00914,52,Male,Tier-2 City,Diploma,Digital Marketing,Desktop,YouTube,31,2023-02-11,No,,No,,,,0,0,0
USER00915,37,Other,Tier-2 City,Diploma,Data Science,Mobile,Google Search,73,2024-02-27,Yes,2024-03-03,Yes,Pro,2024-03-07,In Progress,1799,0,8
USER00916,53,Male,Tier-1 City,Graduate,Data Science,Desktop,LinkedIn,82,2024-03-14,Yes,2024-03-28,Yes,Pro,2024-03-31,Completed,1799,1,6
USER00917,54,Other,Rural Area,High School,Finance,Tablet,YouTube,12,2024-04-03,No,,No,,,,0,0,0
USER00918,33,Female,Rural Area,Graduate,Digital Marketing,Desktop,Google Search,81,2024-07-29,Yes,2024-08-05,Yes,Basic,2024-08-06,In Progress,999,0,6
USER00919,44,Female,Tier-2 City,High School,Entrepreneurship,Mobile,Instagram,42,2024-05-15,Yes,2024-05-29,No,,,,0,0,0
USER00920,21,Male,Tier-2 City,Diploma,UI/UX Design,Mobile,Google Search,6,2023-05-31,No,,No,,,,0,0,0
USER00921,28,Other,Rural Area,High School,Entrepreneurship,Mobile,YouTube,3,2024-12-23,No,,No,,,,0,0,0
USER00922,29,Female,Tier-2 City,Graduate,Digital Marketing,Tablet,YouTube,6,2024-05-04,No,,No,,,,0,0,0
USER00923,16,Male,Tier-1 City,Graduate,Finance,Tablet,YouTube,38,2024-04-01,No,,No,,,,0,0,0
USER00924,53,Other,Tier-2 City,High School,Data Science,Mobile,YouTube,100,2023-08-21,Yes,2023-08-24,Yes,Basic,2023-08-29,In Progress,999,1,6
USER00925,17,Other,Tier-2 City,Graduate,Entrepreneurship,Mobile,Facebook,68,2024-07-07,Yes,2024-07-17,Yes,Basic,2024-07-21,Completed,999,1,7
USER00926,24,Male,Tier-2 City,Graduate,Data Science,Tablet,LinkedIn,59,2024-02-18,Yes,2024-02-25,No,,,,0,0,0
USER00927,45,Other,Tier-1 City,High School,Digital Marketing,Desktop,LinkedIn,50,2023-01-16,Yes,2023-01-17,No,,,,0,0,0
USER00928,20,Female,Tier-2 City,Graduate,UI/UX Design,Tablet,LinkedIn,20,2023-12-11,No,,No,,,,0,0,0
USER00929,21,Other,Tier-1 City,Postgraduate,Digital Marketing,Tablet,Google Search,41,2023-07-16,Yes,2023-07-22,No,,,,0,0,0
USER00930,23,Female,Rural Area,High School,UI/UX Design,Desktop,Facebook,89,2023-10-17,Yes,2023-10-21,Yes,Elite,2023-10-30,Completed,2499,0,8
USER00931,25,Female,Rural Area,Postgraduate,Finance,Tablet,Instagram,15,2023-07-25,No,,No,,,,0,0,0
USER00932,40,Male,Tier-1 City,Diploma,Finance,Tablet,Instagram,94,2023-08-24,Yes,2023-09-06,Yes,Elite,2023-09-09,Completed,2499,1,8
USER00933,46,Other,Tier-1 City,High School,Data Science,Desktop,Instagram,54,2023-09-14,Yes,2023-09-20,No,,,,0,0,0
USER00934,53,Other,Tier-2 City,High School,UI/UX Design,Tablet,Facebook,95,2024-12-14,Yes,2024-12-23,Yes,Pro,2024-12-31,In Progress,1799,0,6
USER00935,31,Other,Tier-1 City,Diploma,Finance,Mobile,Instagram,87,2024-02-23,Yes,2024-03-09,Yes,Pro,2024-03-12,Completed,1799,0,10
USER00936,43,Female,Rural Area,Postgraduate,UI/UX Design,Tablet,Google Search,23,2023-03-02,No,,No,,,,0,0,0
USER00937,30,Female,Rural Area,Graduate,Digital Marketing,Desktop,LinkedIn,86,2023-07-26,Yes,2023-07-31,Yes,Basic,2023-08-06,In Progress,999,0,8
USER00938,24,Male,Tier-2 City,Diploma,Digital Marketing,Desktop,Instagram,93,2024-06-20,Yes,2024-06-24,Yes,Pro,2024-06-27,Completed,1799,0,6
USER00939,33,Male,Tier-1 City,High School,Finance,Desktop,Facebook,62,2024-07-14,Yes,2024-07-27,Yes,Basic,2024-07-31,Completed,999,0,8
USER00940,41,Other,Tier-1 City,High School,Data Science,Tablet,Facebook,28,2024-11-29,No,,No,,,,0,0,0
USER00941,31,Male,Tier-2 City,Postgraduate,Entrepreneurship,Desktop,YouTube,17,2023-09-21,No,,No,,,,0,0,0
USER00942,31,Male,Rural Area,Diploma,Finance,Desktop,Google Search,80,2024-03-30,Yes,2024-03-31,Yes,Basic,2024-04-06,Completed,999,0,9
USER00943,22,Female,Tier-2 City,High School,Finance,Tablet,YouTube,23,2024-06-12,No,,No,,,,0,0,0
